text,label
रबि सर हजुरले यमसिसी को बिरोधमा किन बोल्नु हुन्न कृपया बोल्दिनून,0
नमस्कार रबि जि,0
सबै ले मेलिर यस्ताे  कुरा गर्नु पर्दछ,0
मनोज नाम को अपराधी लाई फाँसी हुनु पर्छ,0
यो घिनलाग्दो हर्कत कहिलेसम्म हो ,0
बोल्नु हुँदैन,0
अती  राम्रो  काम  गरे  जन्ताले सलाम  छ,0
गाउँ गाउँ बाट लखेट्न पर्छ चोर नेता हरुलाईpouting_face,0
रबि जि राम बहादुर आचार्य ले चाडो न्याय पाउन त्यो पुलिस को sp हो कि dsp हो झुट बोलिराको छ त्यस्ले समिती को पैसा खायर बोलिरहेको छ,0
मैले एउटा भिडियोमा १ महिना पहिले नै भनेको थियो कैलालीमा  बढी ज्यानमाराहरूको बासस्थान रहेछन् भनेर  त्यहा जस्तो छुवाछुत   विभेदकारी मूर्खता अरू ठाउमा कम्ति छ होला  बुध्दत्वको ज्ञान र धर्म भन्ने त्यहा रहेनछ ,0
केपि ओलिले त्यसै चुनावमा जाउ भनेको होइन चोरहरु  संघीयता १२३ खारेज गर होलिवाइनको जार,0
रबि सरकाे गुणगान गाउँ मज्जाले गाउँ तर अन्याय विरुद्द पनि रबि सरले जस्तै अावाज उठाउँ अा अाफ्नाे ठाउँ बाट  नत्र रबि सर काे मन पनि खुसि हुदैन गुणगान गाएर  अन्याय नगराैं नसहाैं  folded_handsfolded_handsfolded_hands,0
पशु मन्त्री भनदा कम्ता मज्जा आयननी,0
कति खायो याे प्रहरी प्रभक्ता दिनेशराज मैनाली ले साले के हामिले सडकमा उत्रेर बाँकी बस जलाउन पर्ने हाे ,0
गर्ने के सर गयर गोलि थोक्नु पर्यो सर,0
यो देश लाई मिलाइ मिलाइ भाग लाई लाई सके,0
साला मन्त्री हरु गलत गरेर सिधाकुरा मा किन बोल्न आउन दराउछन,0
कमेन्ट देख्नुहुने हरुले सब गर्दिनुहोला,0
रबि सर अब क्रीकेट विवाद बारे  चतुर बहादुर चन्द को पनि ईन्टभिउ लिनुस्न सर folded_handsfolded_handsfolded_handsfolded_handsfolded_handsdisappointed_but_relieved_facedisappointed_but_relieved_facedisappointed_but_relieved_faceplz,0
मलाइ हजुरको whatsap वा imo नम्नर चाहियो,0
मत भन्छु संघियता घाँडो भो,0
नमस्कार रवि सर टेलिभिजन change गर्नुभयो पहिलाको कार्यक्रम को नाम सिधा कुरा जनतासंग थियो भने अहिले मात्र सिधा कुरा तर जनतासंग भन्ने शब्द जोडिएन किन  तपाईं ले जनतासंग त जसरी नि जोडिनु पर्छ र अब कार्यक्रम को नाम पनि जनताको चासो गुनासो को कार्यक्रम तात्तातो खबर जनतासंग राख्दा हुदैन रबि सर कि कसो,0
मेरो देश नेपाल ,0
कांग्रेस काे कुरो नगर भई  तँलाई रक्सी बढी भाको हो र,0
सलाम छ दाजु,0
यसबाट सम्पुर्ण पशुहरू प्रति  पर्न गएको असर प्रति क्षमाप्रार्थी छु,0
यसबाट सम्पुर्ण पशुहरू प्रति  पर्न गएको असर प्रति क्षमाप्रार्थी छु,0
यसबाट सम्पुर्ण पशुहरू प्रति  पर्न गएको असर प्रति क्षमाप्रार्थी छु,0
मन्त्री त कोमामा पुग्यो होला अहिले त ,0
पशुमन्त्री हाहाहा,0
बागमती प्रदेश का जनताले घोक्रेठ्याक लाएर कालो मसो दलेर बजार परिक्रमा गराउनु नी के हेरेर बसेको मूर्तिहरू,0
दामि कार्यक्रम,0
पशु मन्त्री smiling_face_with_open_mouthsmiling_face_with_open_mouthsmiling_face_with_open_mouthsmiling_face_with_open_mouthsmiling_face_with_open_mouthsmiling_face_with_open_mouthsmiling_face_with_open_mouthsmiling_face_with_open_mouth,0
माकुनेको टिम सबै अबसरबादी चोर डाकाहरु छन ,0
बम हान्ने जन्मियको छैन,0
समाजबादी ले धेरै प्रगति गर्ल जस्तो छ छि छि,0
डिस लाईक गर्ने सबै चोर हुन,0
हत्यारा लाई फाँसी दिए हुन्छ,0
सक्नी भय राडिका बानहरुले देश ,0
सिधा कुरा हेरियोwind_chime,0
प्रदेश संरचनाको चरम दुरुपयोग,0
मासु भातमा नबिकेर भोट दिंदा बिबेक प्रयोग गर्नु पर्यो ,0
नालायक सरकार ,0
यो सेरेको सरकारले झन देश डुबाए हौ  जन्ता हरु किन बोल्दैन ,0
नेपाल लाइ माया गर्ने नेपाली जनता लाइ मेरो बिन्ति छ आउदो चुनाब मा २वटा पार्टी लाइ मात्र भोट दिनुस एमाले या काङ्ग्रेस प्रचन्डमाकुने बाबुराम का पार्टी सबै बिचौलिया दलाल पार्टी हो कहिले को सङ्ग कहिले को सङ्ग मिलेर सत्तामा मा जागिर खाइ रहने यिनिहरु को प्लान हो र नेपाल का सम्सद ५बर्स चल्नै न दिने र नेपाल अविकसित रहिरहन बिदेसिका दलाल हुन,0
काठमाडौं के सुतेकै हो त यो निर्जीव नै हो कुनै संग थोरै सामर्थ्य पनि छैन यति अशिक्षित छन् हैन भने यस्ता हरिबिजोग मनखुसि गर्दनि आँखा चिम्मै छत आफूले तिरेको कर को यति दुरुपयोग गर्दा हान्नुस न हो सम्पूर्ण काठमाडौं बासीले ढुङ्गाले,0
जे हुन्छ कैलाली कन्चनपुरमा हुन्छ,0
हेरहै mcc पास गर्छु भनेर लागि परेका नेता हो अब तिमी हरु लाई पनि गाउँ पर्बेस सहर पर्बेस गराउन निषेध सबै जन्ता एक हुने छ्न तिमी हरु भोटमाग्न आउने जो सुकै पाटी लाई भाटे कार्बही गर्न जरुरत  छ अनि बिकास  नगर्ने नेता लाई सबै  ठाउँमा पर्बेस निशेध  गरौ,0
रबि सर तपाईंले एकदम गलत बोल्नु भो यी चोर हरु लाई पशु भनेर पशु  को मानहानि गर्नु भो यिनी हरु को भन्दा त पशु को बडि इज्जत गरिन्छ नेपाल मा गोरु र कुकुर लाई पुजा गर्ने देशमा येस्ता अपराधी चोर हरु लाई कृपया पशु सङ तुलना नगर्दिनु कृपया पशु को बेइज्जत नगर्दिनु folded_handsfolded_hands,0
रबिदाई पुडासैनी घट्ना देखि तपाईको चित्र प्रोफाइलमा राखेको छु र तपाई बाट मैले पनि बहुत आसा गरेको छु  तपाईं जसरी पनि राजनिती मा आउनु पर्छ भोली हैन आजै आउनु पर्छ आँट गर्नुहोस्  समय यहि हो समयले पर्खने छैन  पहिला हजुर अगाडी त निस्कनु पछाडी त दुनियाँ लागिहाल्छ ,0
कैलाली पनि अब एक नम्बर मा गनियो गुण्डा गिरी गर्ने ठाउँ थुक्क मूजि हरु तिनी हरुलाई नी फासी दिउँ,0
यो नालायक नालायक सरकार को नि काम छैन ,0
यो किसान र सरखार नगरपलीका चोर कालो बजारी को कुरामा लिड्देन कुरा मेल खान्छ कि प्रर्चन्डे कपी माकुने को कुरा मेल खान्छ भनिदेउ त साहारा जन्ता साथी हरू नेता लाई चोर भन्छ मा ठियाक्कै मेल खायो खाएन लु भनौ को राईट लिड्देन कि प्रर्चन्डे या केपी माकुने,0
नमस्कार रबि दाइ,0
अब सुरु गरिवो,0
जे खोजेको तेइ पाए किन सोर  बतिस वटइ बनाए भइगोनि सङगियेता  चाइएकोहोइन    लुखाअो खुदो मुखउदो,0
त्यो मुख्य मन्त्री को नाममा कलन्क हो,0
म आहिसके सिदाकुरा हेर्न तपाई नि अाउनु होला,0
दम्दार,0
पसु नै रैछ यो मुख्यमन्त्री चोर,0
थुक्क मुख्य मन्त्री को बुद्धि,0
राजा चाहिएको हो अब ,0
यो काे यार पागल रवि जी,0
देउवा जस्ता प्रधानमन्त्री र संघियताका पँधेरे मन्त्री भएर देशको यो अवस्था भयो,0
विश्व कै ठुलो संघियता र गणतान्त्रिक मुलुक भारतमा गाभिदिएर सिक्किमको जस्तै करको भार बिसाउनु पर्छ folded_handsfolded_hands,0
रबि दाई नमस्कार हजुरले चलाउनु भयकाे कार्यक्रम सिधाकुरा जनता देखि gelaxy 4k भाय एक देखि अहिले सम्म नछुटाई हेर्ने गरेकाे छु  कुनै कुनै भागमा कुनै न कुनै कुरा छुट्याउनु भयकाे हाेकि के हाे त्याे हजुर अाफै जान्नु हजुर सङग बाेल्ने अधिकार छ साेध्ने अधिकार हुदा हुदा पनि किन डराउनु  यहि याे भागमा हत्याकाे बारेमा पुलिस सङग गरेकाे टेलिफाेन सम्बादमा एक महिना हुदा पनि किन अपराधि समाउन नसकेकाे भनेर साेध्ने अाट गर्नु भयन पुलिस प्रसासनलाई साेचे जस्ताे प्रस्न गर्नु भयन कडा हिसाब ले चित्त बुझ्दाे प्रस्न साेध्नु हाेला,0
अब पसु मन्त्री गगन थापा,0
m c c बाट पैसा  आउदैछ गाडि किन्न लाई,0
ओ बरै नेपाल,0
खोइ तपाईहरु,0
दलाल भगाउ देश बचाउ,0
लुटन सके लुट नेपाल मै छ छुट,0
गाउँ पस्न निषेध  गरौ,0
महेश बस्नेत र केपि ओली प्रचण्ड  देखि लास्टै डर मान्ने रहेछ्न ,0
जुनसुकै मिडियामा पनि किन प्रचण्ड कै नाम लिएर बोल्नुपर्ने खास कारण ,0
पशु मन्त्री को ल भन्नू त ,0
फटा नेतालाइ,0
थुक्क बागमती  प्रदेश का गु मन्त्री,0
अनिस खालिङ राइ बचाउ अभियान को उठेको 45 करोड बाट सहयोग गर्नु सकिदैन जब अनिस खालिङ ले जेल हुदा यदि म निक्लेर मेरो नाममा बचेको रकम म जस्तै वैदेशिक रोजगार पीडामा परेको सहयोग गर्छु भनेका थिए तर हरेक चरण जनता बाट सहयोग को आचना गर्नु कति उचित छएस्ता अभियान मा उठेका आवश्यकता भन्दा बडि भएका रकम को किन खोजिनिती हुदैनअभियान ले आफ्नो मात्रै परिवार को पीडा देख्ने तर आम जनता दुई चार लाख नहुदा बर्सौ देखि घर जान नपाउनाले बडो दुख लाग्नु स्वभाबिक होधेरै पल्ट उठाएइयेका अभियान हरुमा आवस्यकता भन्दा बडि रकम उठाइए पनि त्यो रकम हरुलाइ समुचित ब्यब्स्थापन गरेको पाइदैनब्य्क्तिगत प्रायोजन मा रकम खर्च गर्नाले समस्या परेका आम नेपाली हरुको पिडामा रकम उठाउन अभियान थाल्दैननजस्ले गर्दा पिडक हरु रोएर बस्नु पर्ने बाध्यता छ,0
मा कु ने तमसा,0
म मलेसिया देखि हेर्छु नियमित सिधा कुरा रवि लामिछाने सँग यो कार्यक्रम सब्बै नेपालिहरुको मन मस्तिष्कमा बस्न सक्ने कार्यक्रम हेर्दा यस्तो लाग्छ  रवि सरले उभियर पाँच मिनेट जुन कुरा बोल्नु हुन्छ  त्यो कुरा मैले नै बोलेको जस्तै लाग्छ  हामी सारा नेपाली तपाईको साथमा छौ जय रवि सर जय नेपाल ,0
wa rabi sirसुरुवाती तपाइको प्रस्तुति ले त तहल्का मचायो यी मन्त्रीलाइ कट्टु खोलेर बजार घुमाउनु पर्छ  यो माधब गुटका मान्छे हरु खाना खएका हुन मन्त्रालय भत्काउन गएका हुन  यी मन्त्री को तत्काल राजिनामा माग्न आवश्यक छ,0
तपाईंको  सङ्गियता हाे नि त रबि सर किन रिसाउनु  हुन्छ,0
बेपत्ता भएको १८ वर्षपछि भेटिएका बाबु भन्छन् मेरी छोरी होइन   sidhakura  ep 37,0
बेपत्ता भएको १८ वर्षपछि भेटिएका बाबु भन्छन् मेरी छोरी होइन   sidhakura  ep 37,0
पाँचदिने शिशु अस्पतालमा बन्धक खर्च अभावमा शिशु नै माया मार्न तयार बाबुआमा  sidhakura  ep 38,0
धुर्मुस र रविलाई गाली गरेर थाकेनन् हेम थापा  glamour guff  epi 65  prakash subedi  hem thapa,0
प्रचण्डले खुमलटार छोड्दैः पैदल हिँड्ने झुपडीमा डेरा सर्ने  prachanda  yaksha prashna,0
भीम रावलको खुलासा  एमाले छोडेर नयाँ दल खोल्ने एमसीसी पढ्न देउवालाई आग्रह पारित गरे दुर्घटना,0
राजनीतिक स्वार्थ र लहडमा जथाभावी विमानस्थल बनाउने होड  galaxy news report,0
सरकारी कर्मचारीको लापरवाहीको पराकाष्ठ  बच्चाको ज्यान गयो  फरार भनिएका संग गोप्य बार्ता,0
प्रचण्डको सनसनीपूर्ण खुलासा माधव बाबुराम बैद्य र विप्लवसहितको नयाँ पार्टी बनाउने,0
पाका नेता लाखापाखा  आयातले अत्यायो ५७ लाखको त सियो मात्रै   galaxy news hour  03 poush 2078,0
अत्यन्तै राम्रो प्रस्तुति रबि सरfolded_handsfolded_handsfolded_handshibiscus,0
जस जस ले बिरोध गरे पनि मलाई चाहिँ रबि सर एकदमै मन पर्छ folded_hands,0
विशेषगरी बिदेशी भुमी मा अल्पत्र परिएका नेपाली हरु मा तदारुकता का साथ उद्दार गर्न र सहयोग गर्न पछी नहटने पुरै सिधाकुरा का टिम लाई  मनै देखि नमन hundred_pointshundred_points,0
कार्यक्रम सिधाकुरा फेसबुक मार्फत लाईभ अाउने भए धेरै राम्रो हुने थियो रबि सर,0
खरो प्रस्तुति रबि दाईred_heartfolded_hands,0
आफ्नो छोरी लाई नागरिकता दिन नसकिने कस्तो नालायक बुबा त्यो छोरी को आसु ले तेरो जिन्दगीमा कहिले पनि खुशी को दिन आउने छैन यो छोरी को आँसु ले,0
कस्तो बाऊ साला आफनो छोरी त्याग्ने अलिकती पनी माया नभाको त्यो छोरी रुए को देखदा धेरै धेरै मन रूयो loudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_face,0
सुरुको दमदार प्रस्तुतिले मन नै आहाhugging_facehugging_facefolded_handsसलाम छ आदरणीय रबि दाजुfolded_handsfolded_handsतपाईं को कार्यक्रम नहेरिनिन्द्रा नै लाग्दैन keep it upkeep goingsmiling_face_with_hearteyes,0
अत्यन्तै सान्दर्भिक प्रस्तुति,0
सलाम छ रबी सर लगायत सम्पुर्ण टिमलाई,0
सरकार  अविन्ता राउतहरुलाइ नागरिकता दे छिटो  भन्दा छिटो folded_hands,0
अत्यन्तै राम्रो प्रस्तुति रबि सरfolded_handsfolded_handsfolded_handshibiscus,0
यो पापी बाबुलाई मिल्छ भने फासी दिनु पर्छ नानु को हाल खबर देख्दा र सुन्दा मलाई धेरै भाबुक बनायो नानीलाई पाउने अधिकार दिन अनुरोध गर्दछु,0
देशको एउटा नागरिक  नागरिता नपाई छटपटई राहदा देख्दैन तर भोटको लागी बिहारबाट मान्छे उठाएर धमाधम नागरिता  बाढ्ने मेरो देश चोर राजनीतिको खोलमा अढेको छ कठै मेरो देश loudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_face,0
रबि दाइ यो नानिको कुरो सुन्दा आज आँखा भरी आँसु झार्दै तपाईंको कार्यक्रम हेरेको छु clapping_handsअब तपाईं ले सक्दो सहयोग गर्नु हुने छ भन्ने आसामा छु,0
सुरु हुनुभन्दा पाँच मिनेट को प्रतुती नै दमदार लाग्छ मलाइ ,0
सर्ब साधारण माथी सोसण गर्ने र दादागिरी हरुलाई ठाउँ को ठाउँ न्याय दिलाउने कार्याक्रम सबैले हेरि र आवाज बिहिन हरुको कान सम्म पुर्याउनु होला,0
कार्यक्रम युटुव मा लाईभ आउनु पर्यो कुर्दा कुर्दा 11 बज्छ कार्यक्रम सकिदा 12 बज्छ  कार्यक्रम नहेरी निन्द्र लाग्दैन  रातभर सुत्न पाईदैन smiling_face_with_hearteyes,0
हाल जापान बाट यस  कार्यक्रम हेरिरहेको छु र जुनै पनि एक दृश्यमा  हुने दमदार प्रस्तुती नै मलाई एकदम मन पर्ने गरेको छ त्यसैले अबका दिनहरुमा पनि यस कार्यक्रम राम्रो हुनेछ साथ समर्थन जहिले  पनि होस् भन्न चाहन्छुfolded_handsred_heartred_heart,0
राम्रो प्रश्तुती रवि दाई को कायक्रोम अविन्ता को पीडा  ले आँसु आयो ,0
यति ठूलो लोककान्त्रिक तथा गणतान्त्रिक संबिधानमा आमाकोमात्र नामबाट पनि नागरिकता दिलाउन सकिने व्यवस्थाको ग्यारेन्टी किन हुन नसकेको  यो सोचनिय विषय होईन र ,0
यो नानुको कुरा सुनेरा मेरो आखाबाटा आँसु आयो,0
केटा मान्छे हुँ तर पनि आशु रोकिएन यस्ता राक्षस बाबुहरुलाई त हातखुट्टा भाच्ने गरेर हानेर बल्ल ठाउँमा आउँछ mula सबै जनाले यो सेयर गर्नुहोला र उहाँको अधिकार चाँडै नै पाउनु पर्यो folded_handsfolded_hands,0
folded_handsfolded_handsfolded_handsनमस्कार   रबि  सर  हजुर  लाई  धन्यवाद  छ रबि सर  सिधा कुरा  मलाई   सारै  मन पछ smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes,0
बाह मेरो देश नेपाल जब नेपालि नागरिकता  भएको आमा बाट जन्मेको बच्चालाइ नागरिकता दिलाउन स्ंघर्श गर्नु पर्ने तर बिदेशिलाइ पैसामा कति छिटो नागरिकता दिलाउलाउछ्,0
अब त्यो राउत लाई  जसरी भय पनि मिडियामा ल्याउनु पर्छ याे नानू लाई जसरि भय पनि न्याय दिलाउनु पर्छ  ,0
बैनिको कुरा सुनेर आसु नै आयो भन्याdisappointed_but_relieved_face  बैनिले छिटो नागरीकता पाउन,0
रबि सरकाे जुनसुकै कार्यक्रम पनि सारै राम्रो लाग्छ राम्रो गर्दै जानू रबि सर सलाम छfolded_handsgreen_heartred_heartfolded_hands,0
भारतीयहरुलाई सजिलै नागरिकता बेच्ने यो देशका सरकारी पत्रु भ्रष्ट हरुले आफ्नै देश नेपालमा जन्मिएको अविन्ता  जस्ता चेलीको सबै प्रमाण हुँदा हुंदै पनि नागरिकता नदिनु निकै दुःखद कुरा हो ,0
आफ्नै देश मा जन्मेर नागरिकता न पाउनु ठूलो बिडमबना हो crying_face कानुन अनुसार आमाको नाम बाट नि नागरिकता पाउने प्रधान छ  कसरी हुन्छ अमिन्ता लाई नेपाल सरकार ले तिरुन्तै नागरिकता दियोस,0
मार्मिक सब्दले मन छोयो छोरि,0
रबि सर लौन त्यो हेमराज सग कुरा गर्नुस  हजुर्लाइ सारै भन्यो त्यो मान्छेले,0
सिहँ मान तामाङ,0
भारतिय नागरिकलाई सजिलै नागरिकता मिल्छ तर आफ्नै देशको नागरिक लाई पाउन गाह्राे छ धिक्कार छ यार,0
यो छोरी को पीडा सुन्दा मन थाम्नै सकिन भगवान crying_faceloudly_crying_face त्यो त्यो जन्तु लाई ठूलो कार्बाही हो्स  त्यस्लाई जुनि जुनि जिउदा पनि नसक्कियोस्  त्यस्को पाप पापी लाई,0
अब चुनाव मा उठनुस रबि सर हाम्रो आग्रह छ हजुर लाई ,0
भ्रष्टहरु लाई जति कराए पनि भने पनि टेर्ने होइन खै ,0
धेरै  राम्रो कार्यक्रम folded_hands,0
सलाम छ रबी सर लगायत का सबै टीमलाई folded_handsfolded_handsfolded_handsred_heartred_heartred_heart,0
म पनि सेटिन गरेर बनाएर आछु काठमाडौमा रहेको साउन्डलाइन्स म्यानपाबरले बनायको नक्कलि qr code 5 हजार खायो तर मैले खोप लाको छैन हाल कतारमा,0
धेरै राम्रो कार्यक्रम छ म रबि सरको big fan हो  त्यसैले म यो कार्यक्रम नछुटाई हेर्ने गर्छु अरु भन्दा हामी सबैलाई रबि सरको ओपनिङ कै ५ मिनेट काफी हुन्छ अरु त सबै कार्यक्रम एकदमै राम्रो हुन्छ,0
अमिन्ता रावत लाई सरकारले नागरिक ता दिन जरुरी छ ,0
जिबन चाम्लिङ्ग राई,0
मन मुटु ह्रदय बाट नै सलुट छ रबि सर्tuliptulipसुपर नेपालको हिरो प्रेन्चिस किङ्ग रबि सर,0
जय नेपाल्tuliptulip,0
जब सम्म संसद हरू मन्त्री प्रधानमन्त्री हुन पाउने व्यवस्था अन्त्ये हुँदैन यस्तै हुन्छ नेपाल मा  अब को बिकल्प right to reject अनी right to recall र जनता बाट प्रतक्ष्य निर्वाचित कार्यकारी प्रणाली बाहेक अर्को कुनै विकल्प छैन  जय नेपाल ,0
ईन्डियाबाट आएका इन्डियनले नेपाल आएको 5 वर्षमा  नागरिकता पाउने तर नेपालमा जन्मीहुर्की गरेकी नेपालीले चाहीं आमा बाबुको नागरिकता देखाउंदा प्रणाम चाहिने के हो नेपालको कानुन म प्रश्नगर्छु  ,0
छिटो भन्दा छिटो १ मिलियन subscribed पुराउ galaxy 4k,0
जन्मसिद्ध नागरिकका सन्तानहरूको पनि यस्तै समस्या छ  रवि सर,0
अत्यन्त दुःख लाग्यो,0
सि डि यो सहेको खल्ति भरेको भये नागरिकता मिल्ने थियो ,0
सलाम छ रवि सरलाईरातरात भारतियलाई नागरिकता चाहिँ बाँड्ने तर यी नेपाली चेलीलाई किन नागरिकता नदिने आवज उठौ गाईज,0
राम्रो सुझाव हो प्रचन्ड लाईअब नि नसुधरिए सक्किए राता मान्छे हरुमौका दिएको छ इतिहास मा नाम लेख्न लाई अब सपूत भनेर लेखाउने कि कपुत भनेर लेखाउने जिम्मा उसैको folded_handsfolded_hands,0
आजा हल्का छिटो हेर्न आइयो रवि सर आजा नयाँ सुट्भुट्मा धेरै सुहाएको छ हजुर लाइfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_hands,0
नागरिताको सम्स्या मैले पनि भोगेकोछुयो बैनिको समस्यादेखेर आफ्ना ती दिन हरु याद आयधिकारछ त्यो बाउ भनौदो लाई ,0
यि नानीले नागरीक्ता पाउँनैपर्छ छिटो भन्दा छिटो मिलोस स्थानिय देखि केन्द्र सम्मका सरकारहरु हो नागरीक्ताको लागि किन दुख दिईरहेको चाँडो देउ,0
भारती लाई दिन मिल्ने नेपाली लाई किन नमिल्ने सिदियो साब  किन पैसा नपायर कि दरले हो  यस्को जानकारी पाउनु पर्यो रबि सर,0
अबिन्ता राउत बहिनी ले  छिटो भन्दा छिटो न्याय पाओस् समस्या आउँछ तर समाधान नै नहुने गरि  कहिले आउँदैन,0
मैले मेरो छोराको नागरिकता बनाउनपनि यी नानुलेभन्दा बढी दर्दनाक अबस्था भोगेको छु यो त प्रतिनिधि घटना मात्र हो,0
प्रत्यक्ष भोटबाट प्रधानमन्त्री चुन्ने ब्यबस्था नआउँदा सम्म नेपालमा जुन पार्टीको नेता प्रधानमन्त्री भए पनि केहि हुने वाला छैन ,0
नाता प्रमाणीत गरिपाँउ भनी मुद्दा लगाउन मिल्छ होला नि र प्रमाणको निम्ति dna test गर्दा दुधको दूध पानीको पानी छुट्टिन्छ,0
नमस्कार folded_handstulip,0
सरकार अविन्ता राउतहरूलाई नागरिकता देहार्दिक श्रद्धाञ्जली रबिन्ताको बाउ,0
साईरा नेपाल साईरा,0
नमस्कार रबि सर धेरै धन्यवाद छ हजुर लाई जनताको मन सधैंभरि जित्नु हस्,0
रबि दाइको एउटा शोच अनि खोज निकै नै उत्कृष्ट लाग्छ मलाइ नेपालि जन्ता को सान अनि ढुक्ढुकि न्यानो न्यानो दस औला जोल्डेर folded_handsसबैमाtwo_heartsfolded_hands,0
हैट अबिन्ताको कथा सुनेर आँसु नै आयो कस्तो पापी बाउ रहेछ यस्तो अपराधी पनि हुदो रहेछ यो धर्तिमा यस्ता अपराधी त यश धर्तिको बोझ नै हो,0
कस्तो घृणित मान्छे रहेछ अभिन्ता बहिनि को बाउ भनौंदो आफ्नै रगत लाई चिन्दिन भन्ने यसलाई छोरिको आँसुले पोल्ने छ् सरकार यो बहिनि लाई नागरिक्ता दिलाएर त्यसलाई कार्बाही गर,0
देश तथा विदेश बाट सिधा कुरा नछुटाई हेर्नुहुने सम्पुर्ण दर्शक महानुभाव हरु आउनुहोस हामी सग जोडीनुहोस धन्यवाद अहिले कतार देखि हेर्दैछु,0
सुरु को5मिनेट चाहिँ कडा होके,0
हाम्रो रबि दाजु कोred_heartred_heartred_heartred_heart,0
यो नागरिता भन्ने चिज सहजै पाउने वातावरण वनाउन पर्यो सरकार आफ्नो अधिकार लिनलाई आखावाट आसु बगाउन नपर्योस सरकार,0
बाबा आमा बिनाको जीवन जिउनुको पीडा कति  पीडा हुन्छ भन्ने कुरा मैले पनि भोगेको छु बहिनीको कुराले साह्रै मन दुख्यो संबन्धित नियायले यो बहिनीलाई सहयोग गरि नागरिता दिने ब्यवस्था गरोस हाम्रो अनुरोध,0
माहाकसम आँसु नै थामिएन पीडा के हो बल्ल थाहा हुँदै छ,0
सुरुवातमा नै कडा  आयाे  रवि  दाई,0
बिदेश बाट आउने युबाको १ बोतल रौसी र ५०ग्राम सुनमा अबरोध नगर ,0
रहर त मेरोपनि नभाकोकहां होर,0
नेताहरु पाल्नु परेकाे छ गाह्रो छ रबि दाई,0
किन यति दुख दिएको होला जब बाबू ले मेरो छोरी होइन भन्छ भने संविधानले आमाको नाम मा नागरित्ता दिन किन नमिल्ने होला,0
एउटा पनि एपिसोड न छुटाइ हेर्नेहरु हाजिर गरुम raised_hand,0
बिचारा अभिन्ता राउत लाई नागरिक्ता मिलोस सरकारfolded_hands,0
आमाको नाममा नागरिकता दिने कि नदिने बलात्कार बापत जन्मिएको छोराछोरीले पनि बलात्कारिलाई बाउ स्वीकार नगरि केही हुदैन नेपालमा,0
आमाको नागरिकता भए त्यसैलाई आधार बनाएर नभए आमाको सनाखत मा आमाको नाम उल्लेख गरेर बाबुको नाम उल्लेख नगरी भए पनि नेपालमा जन्मेको नेपाली नागरिकले नागरिकता पाउन पर्यो र दिन सहज हुने तरिका अपनाएर दिनु पर्यो,0
हैन तपाईंको तर्क के छ आज भोलि mcc को पहिले सिधा कुरा जनता संग हुदा धेरै कराउँदै हुन्नथ्यो आज भोलि कतै एक शब्द आउदैन किन  रबि सर तपाईंको कामलाई सलाम छ  तर mcc को कुरा उठाउनु  होला,0
बाहुनै किन चाहियो आमा नेपाली भए पछी आमाको नेपाली नागरिकता पनि छ भने किन उहाँको सन्तानले नागरिकता पाउदैन ,0
तपाईंको बाबा कुन पार्टीमा आबद्ध हुनुहुन्छ बहीनी यो पत्ता लगाउनोस् तपाईंको नागरिकत्ता बनाउने एउटा उपाय यो पनि छ,0
एक घण्टा भैसक्यो कुरेको नहेरी पनि बस्न सक्दिन  अलि छिटो हाल्नु पर्यो के रबि दाई thinking_face,0
जय होस hold टिम लाईred_heartred_heartfolded_handsfolded_hands,0
रबि दाइ नमस्कार folded_handsfolded_hands हजुर को बारेमा यो अभियन्ता समाजसेवी भनिनेहेम थापा ले हजुर को  कार्य शैलि प्रति  धेरै नकरात्मक टिप्पणी गरेका छन् यस्को बास्तबिकता के हो रबि म सँग टेबल टक  वहस गर्न डराएको छन् भन्छयो बिषयमा केही बोल्नुस्folded_handsfolded_handsfolded_handsfolded_handsheart_suit,0
आमा छ भने नागरिकता दीनु पर्छ यो सरकार को गल्ती छ,0
आफ्नो छोरीलाई नागरिकता नदिने नेता के देश बनाउनला यस्ता राछेस लाई जिउदैँ जलाइउनू प्रछ,0
कृपया  रबि दाई  श्रीप्रसाद्को  photo उपलब्ध  गराउन पार्यो  kitchen_knifekitchen_knife,0
जनताको पिर मर्का बुज्ने समाधान गर्ने कारिक्रमलाई सलाम धन्यवाद  folded_handsfolded_handsfolded_handsthumbs_upthumbs_upheart_suitheart_suit,0
रबी दाई को सीधा कुरा नहेरे सम्म निद्रा नै  नलाग्ने को को हुनुहुन्छred_heart,0
हेम थापाले सारै गरेकाे छ एक पटक टेबल टक गर्नु पर्ने भयाे रबि जि,0
अति नै मन छुने जिवन को यथार्त चित्रण उहाँहरुको अधिकार लाइ सुनिचित गरौ सरकार,0
आमाको नामबाट पनि नागरिकता दिन मिल्छ भन्छन त  कस्तो कानुन हो नेपालको ,0
